,Tipo,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
339,Apartamento,Vila da Penha,2,0,0,60,900.0,160.0,25.0
340,Conjunto Comercial/Sala,Barra da Tijuca,0,2,0,80,5000.0,1100.0,3000.0
341,Apartamento,Lagoa,1,1,0,75,2800.0,800.0,210.0
342,Apartamento,Ipanema,3,1,1,125,7000.0,2100.0,463.0
343,Conjunto Comercial/Sala,Leblon,0,0,0,120,20000.0,2400.0,616.0
344,Prédio Inteiro,São Cristóvão,0,0,0,1408,24000.0,2388.0624242214294,2364.4095850019803
345,Apartamento,Engenho Novo,2,0,0,53,1400.0,460.0,12.0
346,Apartamento,Recreio dos Bandeirantes,3,3,1,132,2800.0,879.0,2364.4095850019803
347,Loft,Barra da Tijuca,1,1,1,78,2700.0,1370.0,188.0
348,Apartamento,Barra da Tijuca,2,2,1,86,3500.0,1307.0,2364.4095850019803
349,Apartamento,Recreio dos Bandeirantes,2,1,1,80,1700.0,690.0,150.0
350,Galpão/Depósito/Armazém,Campo Grande,0,3,0,300,6000.0,2388.0624242214294,2364.4095850019803
351,Apartamento,Recreio dos Bandeirantes,4,2,2,200,3600.0,1177.0,320.0
352,Conjunto Comercial/Sala,Recreio dos Bandeirantes,0,1,0,23,900.0,500.0,2364.4095850019803
353,Galpão/Depósito/Armazém,Campo Grande,0,0,0,1000,8000.0,2388.0624242214294,2364.4095850019803
354,Apartamento,Barra da Tijuca,2,1,1,77,2500.0,830.0,156.0
355,Apartamento,Engenho Novo,1,1,0,63,700.0,625.0,36.0
356,Conjunto Comercial/Sala,Centro,0,0,0,22,800.0,264.0,83.0
357,Casa,Grajaú,5,4,2,450,7000.0,2388.0624242214294,500.0
358,Apartamento,Barra da Tijuca,4,2,2,149,4500.0,2130.0,2364.4095850019803
359,Apartamento,Recreio dos Bandeirantes,3,2,2,106,2500.0,780.0,248.0
360,Conjunto Comercial/Sala,Botafogo,0,10,0,534,45000.0,14850.0,2364.4095850019803
361,Apartamento,Anil,2,1,0,48,1100.0,400.0,2364.4095850019803
362,Apartamento,Ipanema,4,1,2,250,12000.0,2300.0,1050.0
363,Apartamento,Gávea,2,1,1,68,2700.0,850.0,186.0
364,Apartamento,Barra da Tijuca,2,1,1,75,1400.0,1280.0,2364.4095850019803
365,Loja/Salão,Vila Valqueire,0,0,0,30,1100.0,2388.0624242214294,2364.4095850019803
366,Apartamento,Ipanema,2,1,1,97,7000.0,4000.0,4725.0
367,Casa de Condomínio,Vargem Grande,2,2,1,90,1700.0,618.0,338.0
368,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,72,2200.0,835.0,595.0
369,Apartamento,Cachambi,3,0,0,70,900.0,200.0,30.0
370,Quitinete,Leblon,1,0,0,30,1700.0,560.0,62.0
371,Apartamento,Copacabana,4,2,1,279,3150.0,2025.0,370.0
372,Casa,Tanque,2,1,0,59,1200.0,170.0,2364.4095850019803
373,Box/Garagem,Centro,0,1,0,0,250.0,2388.0624242214294,85.0
374,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,50,1600.0,870.0,406.0
375,Apartamento,Laranjeiras,5,3,2,713,30000.0,3800.0,2364.4095850019803
376,Conjunto Comercial/Sala,Botafogo,0,28,0,1510,211400.0,50902.0,8138.0
377,Apartamento,Cachambi,2,1,0,70,950.0,530.0,30.0
378,Casa,Campo Grande,3,0,0,200,2100.0,2388.0624242214294,2364.4095850019803
379,Conjunto Comercial/Sala,Centro,0,0,0,254,10000.0,5600.0,2364.4095850019803
380,Conjunto Comercial/Sala,Centro,0,0,0,24,600.0,386.0,119.0
381,Apartamento,Recreio dos Bandeirantes,4,2,1,400,3500.0,800.0,500.0
382,Conjunto Comercial/Sala,Centro,0,0,0,250,8000.0,4790.0,1160.0
383,Conjunto Comercial/Sala,Del Castilho,0,1,0,29,1200.0,760.0,2364.4095850019803
384,Apartamento,Recreio dos Bandeirantes,2,1,1,89,1800.0,884.0,170.0
385,Apartamento,Maracanã,1,1,1,120,1000.0,985.0,150.0
386,Apartamento,Recreio dos Bandeirantes,4,3,2,181,3500.0,1080.0,423.0
387,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,22,750.0,399.0,52.0
388,Apartamento,Tijuca,2,1,1,70,1500.0,890.0,68.0
389,Conjunto Comercial/Sala,Santo Cristo,0,0,0,175,5250.0,1750.0,2364.4095850019803
390,Casa de Condomínio,Barra da Tijuca,5,6,5,640,13800.0,980.0,1800.0
391,Apartamento,Vaz Lobo,2,0,0,70,1000.0,32.0,2364.4095850019803
392,Conjunto Comercial/Sala,Tijuca,0,0,0,150,7200.0,1700.0,481.0
393,Conjunto Comercial/Sala,Centro,0,0,0,219,23000.0,5938.0,1303.0
394,Conjunto Comercial/Sala,Centro,0,0,0,322,8500.0,4315.0,81.0
395,Conjunto Comercial/Sala,São Cristóvão,1,1,0,25,800.0,427.0,471.0
396,Apartamento,Madureira,2,0,0,40,600.0,415.0,2364.4095850019803
397,Apartamento,Recreio dos Bandeirantes,2,0,0,75,1700.0,659.0,2364.4095850019803
398,Apartamento,Copacabana,2,1,1,81,2900.0,893.0,190.0
399,Conjunto Comercial/Sala,Barra da Tijuca,0,4,0,350,16500.0,6030.0,3980.0
400,Casa,Bonsucesso,2,0,0,51,1000.0,2388.0624242214294,2364.4095850019803
401,Casa de Condomínio,Barra da Tijuca,5,3,5,1000,20000.0,1800.0,1800.0
402,Apartamento,Campo Grande,2,0,1,58,1000.0,2388.0624242214294,2364.4095850019803
403,Flat,Humaitá,1,1,0,55,2000.0,1232.0,176.0
404,Conjunto Comercial/Sala,Centro,0,0,0,360,9000.0,2968.0,1208.0
405,Apartamento,Praça Seca,3,0,0,90,900.0,330.0,15.0
406,Apartamento,Vila Isabel,3,3,1,124,1700.0,1400.0,2364.4095850019803
407,Apartamento,Recreio dos Bandeirantes,5,3,4,430,6000.0,899.0,750.0
408,Loja/Salão,Barra da Tijuca,0,0,0,210,55000.0,2388.0624242214294,3000.0
409,Apartamento,Ipanema,2,0,1,75,5200.0,476.0,120.0
410,Conjunto Comercial/Sala,Recreio dos Bandeirantes,0,1,0,34,1600.0,732.0,141.0
411,Apartamento,São Conrado,5,2,3,400,13000.0,4165.0,689.0
412,Loja/Salão,Recreio dos Bandeirantes,0,1,0,54,1500.0,364.0,173.0
413,Apartamento,Freguesia (Jacarepaguá),3,2,1,126,1500.0,1000.0,150.0
414,Apartamento,Laranjeiras,2,1,1,70,2300.0,620.0,190.0
415,Apartamento,Recreio dos Bandeirantes,3,2,1,94,1900.0,1300.0,198.0
416,Apartamento,Barra da Tijuca,4,3,4,192,5000.0,2200.0,562.0
417,Conjunto Comercial/Sala,Centro,0,18,0,1141,79855.0,22302.0,2977.0
418,Apartamento,Copacabana,1,0,0,43,1600.0,452.0,242.0
419,Apartamento,Barra da Tijuca,2,1,1,70,2200.0,780.0,2364.4095850019803
420,Apartamento,São Francisco Xavier,3,1,1,73,1200.0,520.0,2364.4095850019803
421,Apartamento,Copacabana,3,0,0,120,3000.0,1420.0,2364.4095850019803
422,Conjunto Comercial/Sala,Tijuca,0,0,0,29,800.0,1100.0,2364.4095850019803
423,Casa de Condomínio,Vargem Grande,5,4,5,300,5000.0,1500.0,250.0
424,Conjunto Comercial/Sala,Botafogo,0,11,0,705,68000.0,26715.0,4579.0
425,Apartamento,Pechincha,2,1,0,64,800.0,248.0,14.0
426,Apartamento,Copacabana,1,0,0,45,2800.0,450.0,30.0
427,Conjunto Comercial/Sala,Campo Grande,0,1,0,21,500.0,570.0,2364.4095850019803
428,Apartamento,Laranjeiras,2,0,0,110,2500.0,968.0,167.0
429,Galpão/Depósito/Armazém,São Cristóvão,0,20,0,1100,16000.0,2388.0624242214294,2435.0
430,Apartamento,Ipanema,4,3,3,433,37000.0,9800.0,2364.4095850019803
431,Apartamento,Flamengo,2,0,0,85,2700.0,800.0,1150.0
432,Apartamento,Leme,3,1,1,175,8000.0,1380.0,2364.4095850019803
433,Casa,Engenho Novo,2,0,0,70,1100.0,2388.0624242214294,2364.4095850019803
434,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,75,2500.0,1250.0,681.0
435,Apartamento,Jacarepaguá,2,1,0,68,1100.0,540.0,2364.4095850019803
436,Apartamento,Humaitá,2,1,0,64,2500.0,520.0,2364.4095850019803
437,Conjunto Comercial/Sala,Centro,0,0,0,90,2800.0,1640.0,270.0
438,Apartamento,Copacabana,1,0,1,37,2500.0,447.0,20.0
439,Apartamento,Copacabana,4,2,2,240,10000.0,2000.0,700.0
440,Casa de Condomínio,Barra da Tijuca,4,3,2,188,6000.0,1022.0,2364.4095850019803
441,Apartamento,Barra da Tijuca,3,2,2,137,12500.0,1850.0,271.0
442,Apartamento,Barra da Tijuca,14,2,2,212,5000.0,1200.0,650.0
443,Apartamento,Irajá,2,1,0,65,1100.0,255.0,2364.4095850019803
444,Apartamento,Barra da Tijuca,2,2,1,105,3000.0,1500.0,2364.4095850019803
445,Conjunto Comercial/Sala,Centro,0,0,0,240,21000.0,3500.0,2364.4095850019803
446,Loja/Salão,Andaraí,0,0,0,330,6000.0,2388.0624242214294,17285.0
447,Apartamento,Vila Isabel,2,1,0,70,1100.0,550.0,2364.4095850019803
448,Apartamento,São Conrado,4,3,4,600,23000.0,16864.0,3910.0
449,Apartamento,Gávea,3,1,1,108,5000.0,1769.0,226.0
450,Apartamento,Recreio dos Bandeirantes,2,1,2,85,2300.0,1350.0,125.0
451,Apartamento,Catete,1,0,0,45,1600.0,500.0,55.0
452,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,32,800.0,870.0,2364.4095850019803
453,Quitinete,Copacabana,1,0,0,15,1100.0,600.0,2364.4095850019803
454,Conjunto Comercial/Sala,Centro,0,0,0,101,2000.0,4700.0,2364.4095850019803
455,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,28,1600.0,912.0,2364.4095850019803
456,Apartamento,Barra da Tijuca,3,2,3,160,7000.0,1087.0,455.0
457,Conjunto Comercial/Sala,Centro,0,0,0,150,4000.0,2000.0,2364.4095850019803
458,Conjunto Comercial/Sala,Botafogo,0,0,0,457,50000.0,17600.0,23500.0
459,Casa de Vila,Quintino Bocaiúva,2,1,0,48,750.0,2388.0624242214294,2364.4095850019803
460,Apartamento,Lagoa,3,2,1,130,5000.0,1000.0,300.0
461,Apartamento,Freguesia (Jacarepaguá),3,2,1,100,2100.0,780.0,140.0
462,Conjunto Comercial/Sala,Centro,0,2,0,240,7000.0,3203.0,1300.0
463,Apartamento,Freguesia (Jacarepaguá),3,2,3,180,5500.0,1200.0,318.0
464,Apartamento,Copacabana,3,0,0,80,2500.0,800.0,157.0
465,Casa de Condomínio,Barra da Tijuca,3,0,2,367,6000.0,510.0,423.0
466,Conjunto Comercial/Sala,Santo Cristo,0,16,0,1200,78000.0,23000.0,2364.4095850019803
467,Apartamento,Recreio dos Bandeirantes,3,1,1,85,1900.0,450.0,112.0
468,Casa,Jardim Botânico,2,4,1,107,9500.0,2388.0624242214294,1091.0
469,Conjunto Comercial/Sala,Botafogo,0,15,0,700,59500.0,21994.0,5586.0
470,Conjunto Comercial/Sala,Barra da Tijuca,0,0,0,10,6213.0,2388.0624242214294,2364.4095850019803
471,Apartamento,Barra da Tijuca,5,4,3,171,9000.0,2000.0,3500.0
472,Apartamento,Centro,1,0,0,42,2200.0,619.0,202.0
473,Apartamento,Méier,2,1,0,62,1000.0,600.0,38.0
474,Quitinete,Leblon,1,0,0,25,1950.0,360.0,58.0
475,Loja/Salão,Taquara,0,0,0,15,600.0,2388.0624242214294,2364.4095850019803
476,Apartamento,Leblon,4,3,4,260,13500.0,3100.0,2364.4095850019803
477,Casa,Recreio dos Bandeirantes,4,4,2,367,12000.0,2388.0624242214294,653.0
478,Conjunto Comercial/Sala,Centro,0,0,0,594,9000.0,2388.0624242214294,727.0
479,Loja/Salão,Copacabana,0,0,0,310,30000.0,700.0,2364.4095850019803
480,Conjunto Comercial/Sala,Centro,0,0,0,373,30000.0,6723.0,1492.0
481,Conjunto Comercial/Sala,Ipanema,0,5,0,200,25200.0,4680.0,2364.4095850019803
482,Apartamento,Grajaú,2,0,0,65,1400.0,415.0,21.0
483,Apartamento,Lagoa,4,3,1,180,11000.0,2530.0,812.0
484,Apartamento,Copacabana,1,0,0,43,1800.0,639.0,76.0
485,Apartamento,Lagoa,2,1,1,80,2200.0,2600.0,420.0
486,Conjunto Comercial/Sala,Copacabana,0,0,0,25,1000.0,434.0,101.0
487,Apartamento,Flamengo,2,1,0,57,2800.0,832.0,98.0
488,Apartamento,Campo Grande,3,1,1,98,1800.0,950.0,2364.4095850019803
489,Apartamento,Jardim Botânico,3,1,2,170,6000.0,860.0,540.0
490,Casa Comercial,Botafogo,3,0,0,280,13000.0,450.0,1387.0
491,Apartamento,Leblon,4,2,2,207,15500.0,6000.0,934.0
492,Conjunto Comercial/Sala,Recreio dos Bandeirantes,0,1,0,23,1000.0,680.0,2364.4095850019803
493,Apartamento,Barra da Tijuca,4,4,4,518,38000.0,5004.0,1747.0
494,Galpão/Depósito/Armazém,Cordovil,0,0,0,850,8500.0,2388.0624242214294,2364.4095850019803
495,Apartamento,Ipanema,1,0,1,50,2400.0,897.0,26.0
496,Quitinete,Copacabana,1,0,0,35,1700.0,400.0,55.0
497,Loja/Salão,Catete,0,6,0,300,17500.0,310.0,14000.0
498,Apartamento,Recreio dos Bandeirantes,3,2,1,150,2500.0,1012.0,2364.4095850019803
499,Loja/Salão,Barra da Tijuca,0,1,0,49,2000.0,780.0,2364.4095850019803
500,Conjunto Comercial/Sala,Centro,0,3,0,151,11025.0,3430.0,2364.4095850019803
501,Apartamento,Copacabana,2,0,0,65,2700.0,710.0,130.0
502,Apartamento,Recreio dos Bandeirantes,4,3,2,300,4500.0,1500.0,580.0
503,Apartamento,Recreio dos Bandeirantes,2,2,1,115,1900.0,661.0,2364.4095850019803
504,Casa de Vila,Jacarepaguá,3,1,0,100,2000.0,100.0,2364.4095850019803
505,Conjunto Comercial/Sala,Barra da Tijuca,0,7,0,300,15000.0,9360.0,2364.4095850019803
506,Apartamento,Recreio dos Bandeirantes,3,3,1,110,1500.0,873.0,2364.4095850019803
507,Casa,Botafogo,12,5,0,500,18000.0,2388.0624242214294,1800.0
508,Conjunto Comercial/Sala,Ipanema,0,0,0,45,5000.0,2200.0,243.0
509,Apartamento,Barra da Tijuca,4,3,4,304,13000.0,3800.0,1350.0
510,Loja/Salão,Freguesia (Jacarepaguá),0,0,0,197,8000.0,2388.0624242214294,690.0
511,Conjunto Comercial/Sala,Recreio dos Bandeirantes,0,1,0,28,900.0,560.0,185.0
512,Casa de Condomínio,Barra da Tijuca,4,2,4,280,8500.0,750.0,620.0
513,Prédio Inteiro,Barra da Tijuca,0,80,0,5500,480000.0,2388.0624242214294,2364.4095850019803
514,Apartamento,Tijuca,3,1,0,88,2300.0,790.0,885.0
515,Apartamento,Ipanema,3,1,1,145,7200.0,2900.0,500.0
516,Casa,Catete,10,0,10,300,15000.0,2388.0624242214294,220.0
517,Apartamento,Urca,1,0,0,53,2800.0,770.0,2364.4095850019803
518,Apartamento,Ipanema,3,1,1,116,5000.0,1600.0,316.0
519,Apartamento,Tijuca,3,1,0,116,2000.0,790.0,194.0
520,Apartamento,Vila Isabel,3,0,0,82,1200.0,664.0,86.0
521,Quitinete,Glória,1,0,1,26,850.0,321.0,29.0
522,Apartamento,Barra da Tijuca,3,2,1,130,4800.0,1700.0,433.0
523,Apartamento,Freguesia (Jacarepaguá),3,1,1,90,1700.0,595.0,2364.4095850019803
524,Apartamento,Flamengo,2,1,0,68,2000.0,536.0,148.0
525,Apartamento,Copacabana,1,0,0,60,2800.0,620.0,128.0
526,Loja/Salão,Engenho de Dentro,0,0,0,56,2200.0,2388.0624242214294,100.0
527,Apartamento,Taquara,2,1,0,53,1100.0,450.0,150.0
528,Apartamento,Penha,2,0,0,64,950.0,180.0,2364.4095850019803
529,Apartamento,Jardim Botânico,3,1,1,130,6400.0,1500.0,2364.4095850019803
530,Loja/Salão,Barra da Tijuca,0,0,0,140,7200.0,315.0,1550.0
531,Apartamento,Leblon,2,1,0,90,3500.0,1300.0,200.0
532,Apartamento,Leblon,4,2,4,200,8500.0,2710.0,945.0
533,Conjunto Comercial/Sala,Centro,0,0,0,208,5000.0,2670.0,530.0
534,Apartamento,Tijuca,1,1,1,84,2000.0,718.0,120.0
535,Galpão/Depósito/Armazém,Vigário Geral,0,0,0,2000,30000.0,2388.0624242214294,2364.4095850019803
536,Quitinete,Gardênia Azul,1,0,0,20,485.0,2388.0624242214294,2364.4095850019803
537,Apartamento,Flamengo,1,0,0,30,1490.0,315.0,55.0
538,Casa,São Conrado,4,0,4,1200,25000.0,2388.0624242214294,2364.4095850019803
539,Conjunto Comercial/Sala,Freguesia (Jacarepaguá),0,1,0,21,700.0,350.0,2364.4095850019803
540,Apartamento,Maracanã,2,0,0,79,1700.0,600.0,2364.4095850019803
541,Apartamento,Copacabana,1,1,0,150,3000.0,1200.0,390.0
542,Conjunto Comercial/Sala,Jacarepaguá,0,1,0,25,990.0,570.0,2364.4095850019803
543,Conjunto Comercial/Sala,Flamengo,0,0,0,15,850.0,622.0,165.0
544,Apartamento,Barra da Tijuca,3,2,3,156,5500.0,2300.0,398.0
545,Conjunto Comercial/Sala,Botafogo,0,3,0,90,5900.0,2220.0,2364.4095850019803
546,Loja/Salão,Barra da Tijuca,0,1,0,65,2200.0,595.0,500.0
547,Apartamento,Flamengo,1,0,1,38,1450.0,690.0,55.0
548,Apartamento,Botafogo,2,0,0,115,2200.0,1045.0,190.0
549,Conjunto Comercial/Sala,Recreio dos Bandeirantes,0,2,0,25,800.0,364.0,172.0
550,Apartamento,Tijuca,2,0,0,49,1800.0,180.0,2364.4095850019803
551,Terreno Padrão,Penha,0,0,0,721,4000.0,2388.0624242214294,611.0
552,Apartamento,Jacarepaguá,2,1,1,80,1900.0,1350.0,100.0
553,Apartamento,Copacabana,2,0,0,120,3800.0,1000.0,197.0
554,Apartamento,Barra da Tijuca,2,1,1,70,1800.0,681.0,120.0
555,Conjunto Comercial/Sala,Freguesia (Jacarepaguá),0,1,0,21,800.0,306.0,56.0
556,Loja/Salão,Santa Cruz,0,0,0,42,1000.0,2388.0624242214294,2364.4095850019803
557,Apartamento,Bonsucesso,3,1,0,98,2800.0,390.0,2364.4095850019803
558,Apartamento,Barra da Tijuca,2,1,1,70,3240.0,950.0,2364.4095850019803
559,Apartamento,Flamengo,2,1,0,90,3200.0,980.0,2364.4095850019803
560,Conjunto Comercial/Sala,Freguesia (Jacarepaguá),0,1,0,24,800.0,400.0,90.0
561,Apartamento,Ipanema,2,0,0,99,3300.0,920.0,2364.4095850019803
562,Conjunto Comercial/Sala,Centro,0,0,0,42,700.0,515.0,83.0
563,Apartamento,Copacabana,3,1,0,80,3100.0,700.0,1208.0
564,Apartamento,Copacabana,2,1,0,74,2600.0,1021.0,2364.4095850019803
565,Apartamento,Humaitá,2,1,0,75,2900.0,926.0,90.0
566,Apartamento,Barra da Tijuca,4,3,4,250,9500.0,2800.0,523.0
567,Loja/Salão,Centro,0,0,0,530,12000.0,7435.0,1750.0
568,Apartamento,Recreio dos Bandeirantes,2,1,1,80,1600.0,770.0,108.0
569,Apartamento,Recreio dos Bandeirantes,3,4,1,217,3300.0,947.0,547.0
570,Apartamento,Ipanema,4,1,3,250,12000.0,2300.0,1037.0
571,Casa,Campo Grande,2,1,2,100,1500.0,2388.0624242214294,30.0
572,Apartamento,São Conrado,3,2,1,140,4700.0,1620.0,515.0
573,Apartamento,Barra da Tijuca,4,3,2,260,7500.0,3550.0,350.0
574,Apartamento,Laranjeiras,2,0,0,85,2100.0,700.0,95.0
575,Apartamento,Rio Comprido,2,1,0,69,1900.0,600.0,70.0
576,Apartamento,Freguesia (Jacarepaguá),1,1,0,49,1050.0,580.0,36.0
577,Apartamento,Andaraí,2,1,0,56,1900.0,607.0,89.0
578,Casa,Vargem Grande,2,1,0,70,1900.0,580.0,25.0
579,Box/Garagem,Centro,0,1,0,0,100.0,2388.0624242214294,2364.4095850019803
580,Apartamento,Ipanema,4,3,4,480,39000.0,9400.0,2364.4095850019803
581,Apartamento,Barra da Tijuca,4,3,3,180,7000.0,1935.0,449.0
582,Apartamento,Copacabana,2,0,0,81,3000.0,770.0,159.0
583,Apartamento,Barra da Tijuca,2,1,1,88,2400.0,1313.0,2364.4095850019803
584,Conjunto Comercial/Sala,Barra da Tijuca,0,4,0,125,7000.0,5000.0,1100.0
585,Apartamento,Vargem Pequena,2,1,1,80,1100.0,650.0,2364.4095850019803
586,Casa de Condomínio,Tanque,2,0,1,100,1500.0,160.0,80.0
587,Apartamento,Ipanema,3,3,3,169,9000.0,2300.0,886.0
588,Apartamento,Flamengo,4,2,2,423,12000.0,3795.0,1253.0
589,Loja Shopping/ Ct Comercial,Barra da Tijuca,0,2,0,88,2500.0,4500.0,1544.0
590,Conjunto Comercial/Sala,Leblon,0,0,0,120,20000.0,2400.0,2364.4095850019803
591,Apartamento,Quintino Bocaiúva,2,0,0,67,900.0,320.0,2364.4095850019803
592,Conjunto Comercial/Sala,Barra da Tijuca,0,0,0,45,1100.0,1000.0,1.0
593,Conjunto Comercial/Sala,Freguesia (Jacarepaguá),0,2,0,44,1500.0,949.0,52.0
594,Loja Shopping/ Ct Comercial,Ipanema,0,2,0,25,5000.0,2388.0624242214294,150.0
595,Apartamento,Leblon,3,1,0,74,3300.0,700.0,83.0
596,Apartamento,Copacabana,2,0,0,110,2800.0,800.0,120.0
597,Apartamento,Leme,1,0,0,31,1140.0,420.0,24.0
598,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,36,1600.0,780.0,80.0
599,Apartamento,Recreio dos Bandeirantes,2,2,1,90,1500.0,720.0,199.0
600,Conjunto Comercial/Sala,Ipanema,0,0,0,32,1700.0,750.0,2364.4095850019803
601,Conjunto Comercial/Sala,Barra da Tijuca,0,3,0,108,5900.0,2424.0,2364.4095850019803
602,Casa,Santa Teresa,5,3,0,260,7000.0,2388.0624242214294,163.0
603,Apartamento,Barra da Tijuca,2,1,0,70,2400.0,1800.0,150.0
604,Casa de Condomínio,Recreio dos Bandeirantes,4,3,4,198,4500.0,1160.0,3012.0
605,Apartamento,Inhaúma,3,1,0,60,750.0,236.0,2364.4095850019803
606,Loja Shopping/ Ct Comercial,Jacarepaguá,0,1,0,61,4500.0,1.0,2364.4095850019803
607,Apartamento,Glória,1,0,0,48,1400.0,480.0,20.0
608,Apartamento,Copacabana,5,1,1,400,8500.0,2160.0,365.0
609,Apartamento,Ipanema,2,1,0,45,3000.0,575.0,25.0
610,Apartamento,Pechincha,2,1,0,65,950.0,640.0,126.0
611,Apartamento,Leblon,2,0,0,100,3800.0,900.0,195.0
612,Apartamento,Grajaú,3,2,1,90,2950.0,700.0,100.0
613,Conjunto Comercial/Sala,Campo Grande,0,1,0,20,700.0,273.0,75.0
614,Conjunto Comercial/Sala,Campo Grande,0,1,0,25,1000.0,550.0,2364.4095850019803
615,Apartamento,Marechal Hermes,2,1,0,70,850.0,200.0,2364.4095850019803
616,Apartamento,Grajaú,1,0,0,30,800.0,283.0,187.0
617,Apartamento,Praça Seca,2,1,1,63,1100.0,361.0,2364.4095850019803
618,Loja Shopping/ Ct Comercial,Barra da Tijuca,0,1,0,81,2500.0,2548.0,727.0
619,Apartamento,Barra da Tijuca,3,2,2,480,15000.0,2750.0,650.0
620,Apartamento,Recreio dos Bandeirantes,2,2,1,72,1580.0,900.0,140.0
621,Apartamento,Laranjeiras,2,0,0,51,1900.0,450.0,25.0
622,Apartamento,Botafogo,1,0,0,17,1100.0,330.0,15.0
623,Apartamento,Botafogo,3,0,0,100,6050.0,1155.0,234.0
624,Apartamento,Lagoa,2,1,1,90,2700.0,1350.0,250.0
625,Apartamento,Piedade,2,1,0,83,950.0,2388.0624242214294,13.0
626,Apartamento,Lagoa,3,3,3,230,6000.0,4600.0,990.0
627,Apartamento,Pechincha,2,1,1,62,1700.0,500.0,67.0
628,Apartamento,Leblon,2,2,1,113,3500.0,1365.0,387.0
629,Apartamento,Flamengo,1,0,0,49,1700.0,440.0,68.0
630,Conjunto Comercial/Sala,Barra da Tijuca,0,1,0,54,2500.0,1200.0,1800.0
631,Apartamento,Méier,1,0,0,53,900.0,484.0,37.0
632,Apartamento,Vila Isabel,2,1,0,63,1300.0,500.0,2364.4095850019803
633,Galpão/Depósito/Armazém,Pavuna,0,12,0,3084,67855.0,19711.0,1676.0
634,Conjunto Comercial/Sala,Méier,0,0,0,25,600.0,580.0,2364.4095850019803
635,Casa,Vila da Penha,1,0,0,40,850.0,2388.0624242214294,2364.4095850019803
636,Quitinete,Copacabana,1,0,0,30,2600.0,500.0,2364.4095850019803
637,Quitinete,Copacabana,1,0,0,30,3200.0,400.0,50.0
638,Quitinete,Centro,1,0,1,15,750.0,2388.0624242214294,2364.4095850019803
639,Apartamento,Lagoa,3,3,1,250,11000.0,3500.0,889.0
640,Apartamento,Humaitá,3,1,0,95,2300.0,1300.0,120.0
641,Apartamento,Flamengo,1,0,0,37,2300.0,485.0,56.0
642,Apartamento,Curicica,1,1,0,45,700.0,356.0,126.0
643,Apartamento,Barra da Tijuca,2,1,0,90,2000.0,980.0,1600.0
644,Loja/Salão,Copacabana,0,1,0,26,700.0,1004.0,170.0
645,Apartamento,Barra da Tijuca,1,1,1,80,1700.0,980.0,250.0
646,Casa,Vaz Lobo,1,0,0,35,400.0,2388.0624242214294,2364.4095850019803
647,Apartamento,Barra da Tijuca,2,1,1,70,2200.0,1000.0,70.0
648,Apartamento,Barra da Tijuca,4,3,1,190,5500.0,1600.0,435.0
649,Conjunto Comercial/Sala,Del Castilho,0,1,0,29,1000.0,638.0,2364.4095850019803
650,Loja/Salão,Copacabana,0,0,0,260,35000.0,750.0,1350.0
651,Conjunto Comercial/Sala,Barra da Tijuca,0,10,0,1100,66000.0,30000.0,23786.0
652,Loja/Salão,Botafogo,0,5,0,525,64698.0,2388.0624242214294,2364.4095850019803
653,Apartamento,Copacabana,3,1,0,140,3500.0,1250.0,2364.4095850019803
654,Apartamento,Tijuca,1,1,1,87,1400.0,1057.0,162.0
655,Apartamento,Barra da Tijuca,4,3,2,210,5300.0,2080.0,500.0
656,Casa de Condomínio,Santíssimo,2,1,0,70,800.0,200.0,2364.4095850019803
657,Conjunto Comercial/Sala,Centro,100,39,0,1600,160000.0,2388.0624242214294,2364.4095850019803
658,Apartamento,Méier,1,0,0,50,1000.0,390.0,16.0
659,Conjunto Comercial/Sala,Centro,0,0,0,570,19500.0,8800.0,2364.4095850019803
660,Apartamento,Flamengo,4,1,0,240,6000.0,2050.0,701.0
661,Apartamento,Leblon,4,3,4,300,30000.0,4273.0,1557.0
662,Apartamento,Ipanema,3,1,1,140,7200.0,2900.0,500.0
663,Casa de Condomínio,Jardim Botânico,4,4,1,380,12000.0,870.0,1290.0
664,Apartamento,Jardim Botânico,2,1,1,86,4100.0,830.0,257.0
665,Apartamento,Recreio dos Bandeirantes,4,3,4,203,6000.0,1200.0,420.0
666,Apartamento,Leblon,3,1,0,110,6200.0,885.0,2364.4095850019803
667,Casa de Condomínio,Barra da Tijuca,4,4,3,280,11000.0,1200.0,1100.0
668,Casa Comercial,Olaria,0,1,0,100,2000.0,2388.0624242214294,2364.4095850019803
669,Apartamento,Tijuca,2,1,0,60,1800.0,420.0,2364.4095850019803
670,Flat,Botafogo,1,1,1,50,2500.0,836.0,189.0
671,Apartamento,Barra da Tijuca,2,1,1,140,4500.0,910.0,420.0
672,Apartamento,Andaraí,1,0,1,30,1100.0,580.0,2364.4095850019803
673,Apartamento,Pechincha,2,1,0,52,700.0,420.0,35.0
